num_features,num_candidates
6,10
9,3
10,38
14,16
17,3
18,95
20,11
25,8
26,73
28,2
33,41
34,1523
36,13
40,5
42,2
52,15
54,5
56,3
66,5
68,214
70,2
72,1
78,11
102,88
104,1
132,3
136,52
170,17
204,4
238,9
272,3
306,11
374,1
460,1
476,1
1196,1
1564,1
