num_candidates,num_features
1,2994
2,205
3,65
4,54
5,37
6,19
7,13
8,6
9,6
10,9
11,7
12,2
13,2
14,5
15,3
16,3
17,3
18,1
19,2
20,1
21,4
26,1
28,1
30,1
32,2
35,1
39,1
51,2
55,1
58,1
78,1
90,1
105,1
115,1
123,1
127,1
129,1
130,1
141,1
151,1
158,1
166,1
182,1
185,1
198,1
201,1
208,1
216,1
